Date,Location,MinTemp,MaxTemp,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009/12/23,Sydney,19.7,NA,11,20,70,68,1015.4,1012.4,0,4,25.1,26.2,No,No
2009/12/24,Sydney,NA,NA,7,37,NA,69,NA,1009.9,2,8,NA,25.5,No,No
2009/12/25,Sydney,21.6,28.1,11,24,65,85,1010.1,1011,7,8,24.6,20.7,No,Yes
2009/12/26,Sydney,17.7,20.2,17,20,91,85,1016.2,1016.4,8,8,17.8,18.6,Yes,Yes
2009/12/27,Sydney,17.7,22.9,20,13,92,80,1017.9,1016.1,8,8,20.2,22.3,Yes,Yes
2009/12/28,Sydney,20.1,23.1,13,22,97,83,1014.8,1015.4,8,7,20.6,22.7,Yes,Yes
2009/12/29,Sydney,19.8,26.1,17,17,69,55,1021.4,1021.2,4,1,23,25.9,Yes,No
2009/12/30,Sydney,19.8,25.2,20,20,66,57,1025,1023.1,5,4,22.4,24.5,No,No
2009/12/31,Sydney,20.1,24.8,2,11,92,83,1020.9,1017.2,8,8,20.9,23.3,No,No
2010/1/1,Sydney,20.9,29.3,2,NA,84,56,1013.9,1010.4,8,7,24.3,29,No,No
2010/1/2,Sydney,23.3,30.7,NA,NA,70,79,1007.7,1005.7,7,7,25.6,24.9,No,Yes
2010/1/3,Sydney,18.9,21.5,NA,NA,80,74,1015.3,1016,8,8,20.1,20.8,Yes,No
2010/1/4,Sydney,18.2,23.9,7,19,64,58,1020.6,1019.1,7,7,21.4,23.2,No,No
2010/1/5,Sydney,18.3,26.1,13,20,64,60,1018.1,1014.6,1,2,23.6,25.7,No,No
2010/1/6,Sydney,21.8,27.6,15,17,83,71,1015.9,1013.8,7,5,22.5,24.8,No,No
2010/1/7,Sydney,20.8,24.9,13,15,66,59,1018.3,1017.4,8,8,21.8,23.4,No,No
2010/1/8,Sydney,20.9,25.6,13,24,66,59,1021.7,1019.7,7,2,22.9,25.5,No,No
2010/1/9,Sydney,20.8,32.4,2,13,76,51,1018,1014.6,1,3,24.4,30.6,No,No
2010/1/10,Sydney,24.1,30,2,20,65,56,1016.1,1015.4,1,2,28.3,28.9,No,No
2010/1/11,Sydney,22.1,25.8,11,24,64,60,1019.4,1016.1,6,3,24.2,25.8,No,No
2010/1/12,Sydney,23,30.3,6,26,77,65,1013,1008.5,7,1,25,28.4,No,No
2010/1/13,Sydney,23.7,27.7,19,35,64,69,1010.9,1011,1,6,27,25.4,No,Yes
2010/1/14,Sydney,19.5,22.9,22,17,90,75,1017.7,1017.6,8,8,19.6,21,Yes,No
2010/1/15,Sydney,19,25.1,9,17,83,74,1018.9,1017.2,8,7,21.7,24.4,No,No
2010/1/16,Sydney,21.7,25.9,11,22,72,63,1014,1009.6,6,7,23.4,24.5,No,No
2010/1/17,Sydney,20.3,27.3,0,26,64,68,1004.2,1003,3,7,24.6,25.6,No,No
2010/1/18,Sydney,16.7,25.7,15,28,55,14,1002.9,1002.5,1,2,21,25.1,No,No
2010/1/19,Sydney,15.6,26.8,15,22,39,31,1009.5,1007.4,1,1,19.8,22.9,No,No
2010/1/20,Sydney,17.4,28.9,7,24,41,34,1010.4,1007.8,0,0,23.2,26.6,No,No
2010/1/21,Sydney,19.5,27.4,6,24,74,58,1012.3,1008.4,3,2,24,27.4,No,No
2010/1/22,Sydney,22.6,32.6,7,15,77,64,1013.6,1008.8,3,2,25,29.2,No,No
2010/1/23,Sydney,25,41.3,26,6,28,17,1007.8,1005.4,5,5,31.9,39.9,No,Yes
2010/1/24,Sydney,18.4,23,7,11,92,66,1016.3,1014.5,8,8,19.5,22.6,Yes,No
2010/1/25,Sydney,19.5,26.1,2,19,80,70,1014.8,1011.8,8,7,22.4,25.7,No,No
2010/1/26,Sydney,22.3,29,6,19,83,69,1010.9,1007.2,6,3,25.1,27.7,No,No
2010/1/27,Sydney,22.9,27.1,19,20,78,72,1015.1,1013.6,8,8,23.4,25,No,No
2010/1/28,Sydney,22.2,26.6,0,17,80,81,1012.1,1009.5,8,8,23.7,24.6,No,Yes
2010/1/29,Sydney,19.6,30.2,7,20,81,53,1008.6,1010,1,1,22.2,29.6,Yes,Yes
2010/1/30,Sydney,20.5,27.3,26,13,82,66,1018.6,1017.9,8,7,21.6,26.4,Yes,No
2010/1/31,Sydney,21.5,26.6,19,24,75,70,1016.7,1014.6,6,7,25.6,26,No,No
2010/2/1,Sydney,22.6,27.7,13,24,73,66,1015.9,1016.1,6,7,25.6,26.6,No,No
2010/2/2,Sydney,22.7,27.7,19,30,61,60,1017.8,1016.4,6,7,25,25.9,No,Yes
2010/2/3,Sydney,21.4,27.3,26,26,90,66,1014.9,1014.3,7,4,22,27.2,Yes,Yes
2010/2/4,Sydney,21.9,27.2,28,28,83,76,1013.9,1011.3,7,7,25.2,26.1,Yes,Yes
2010/2/5,Sydney,23.1,26.5,11,19,79,88,1010.1,1008.8,7,7,25.8,24.9,Yes,Yes
2010/2/6,Sydney,20.5,22.4,31,24,95,95,1015.7,1016.2,7,8,21.6,22.2,Yes,Yes
2010/2/7,Sydney,20.2,25,19,15,95,86,1021.6,1020.8,7,8,21.1,23.8,Yes,Yes
2010/2/8,Sydney,21,27.6,7,22,76,70,1022.9,1021.9,8,7,23.5,26.3,Yes,No
2010/2/9,Sydney,22.8,27.6,4,24,83,65,1023,1021.2,6,3,24.3,27.3,No,No
2010/2/10,Sydney,21.7,27.9,9,20,72,61,1020.6,1017.6,2,2,25.6,27.3,No,No
2010/2/11,Sydney,21.4,28.2,4,26,71,60,1017.1,1013.5,2,2,25.3,27.4,No,No
2010/2/12,Sydney,23.9,37.8,2,15,71,32,1008.7,1005.5,6,7,26.9,37.4,No,Yes
2010/2/13,Sydney,21.4,25.5,17,11,92,80,1011.9,1010.2,8,8,22.1,25.2,Yes,Yes
2010/2/14,Sydney,22.1,26.4,9,11,91,92,1007.3,1004.5,7,8,23.5,23.9,Yes,Yes
2010/2/15,Sydney,20.2,30,11,17,95,67,1006.7,1003.5,6,3,21.4,28.5,Yes,No
2010/2/16,Sydney,21.3,26.4,22,35,65,57,1011.8,1013.6,7,7,22.3,25,No,No
2010/2/17,Sydney,18.5,25.6,9,20,64,56,1016.7,1016,3,2,21.4,25.4,No,No
2010/2/18,Sydney,18.3,25.9,19,20,52,51,1022.4,1023.4,5,5,23.7,24.9,No,No
2010/2/19,Sydney,20.2,25.5,19,13,60,51,1024.8,1023.1,5,6,22.6,25,No,No
2010/2/20,Sydney,18.9,27.3,13,24,76,54,1021.9,1018.4,1,2,22.2,26.1,No,No
2010/2/21,Sydney,20.7,29.8,4,15,75,59,1018,1014.8,1,1,23.5,28.6,No,No
2010/2/22,Sydney,23.2,35.4,7,20,61,46,1015.4,1011.7,0,3,26.7,32.5,No,No
2010/2/23,Sydney,26,28.6,24,28,54,60,1013.6,1016.3,1,7,28.5,23.7,No,No
2010/2/24,Sydney,21.1,24.1,9,13,55,52,1021.7,1021.4,8,7,22.4,23.8,No,No
2010/2/25,Sydney,20.5,24.6,15,22,45,46,1026.4,1026.6,2,2,23.3,24.2,No,No
2010/2/26,Sydney,18.1,25.1,7,7,73,58,1027,1024.4,6,7,20.2,24.6,No,No
2010/2/27,Sydney,18.4,27,2,19,79,60,1021.6,1017.8,5,1,21.9,26.5,No,No
2010/2/28,Sydney,21,26.7,4,13,83,72,1017.1,1014.3,7,8,23.7,25.8,No,Yes
2010/3/1,Sydney,19.2,19.7,19,17,68,84,1018.9,1018.4,8,8,19.4,19.2,Yes,Yes
2010/3/2,Sydney,17.3,23,17,17,52,52,1019.3,1018.2,7,7,19.5,21.8,Yes,No
2010/3/3,Sydney,18.2,24.4,11,19,53,53,1019.4,1018.2,3,5,22.7,23.5,No,No
2010/3/4,Sydney,17.2,25.2,0,26,73,67,1016.2,1013.7,7,5,20.9,24.7,No,No
2010/3/5,Sydney,20.5,25.1,20,15,72,83,1011.5,1009.6,7,8,23.9,23.5,No,Yes
2010/3/6,Sydney,20.9,26.7,2,15,90,77,1011.9,1010.8,6,3,22.4,25.1,Yes,No
2010/3/7,Sydney,22.3,26.4,19,33,71,68,1013.8,1012,2,7,25,25.6,No,No
2010/3/8,Sydney,22.6,29.2,11,17,72,65,1011.6,1009.6,6,7,24.8,27.4,No,No
2010/3/9,Sydney,20.8,30,11,22,46,35,1013.4,1012.2,1,1,23.9,29.6,No,No
2010/3/10,Sydney,19.2,20.8,20,24,85,67,1020.8,1022.5,8,8,19.3,20.4,No,No
2010/3/11,Sydney,18.2,24.2,24,24,63,49,1031.1,1031.5,2,4,20.4,23.6,No,No
2010/3/12,Sydney,18.7,24.5,19,28,55,54,1035,1034.8,2,4,23.3,22.5,No,No
2010/3/13,Sydney,17.4,24.7,22,19,68,52,1034.3,1032.9,2,6,20.5,22.8,No,Yes
2010/3/14,Sydney,16.2,24.6,13,17,87,50,1030.4,1027.8,2,5,18.7,23,Yes,No
2010/3/15,Sydney,18,25.2,11,15,78,57,1025.7,1022.4,7,2,19.7,24.5,No,No
2010/3/16,Sydney,17.4,25.5,15,19,82,54,1023.5,1022.7,3,1,20,25.1,No,No
2010/3/17,Sydney,15.6,26,13,19,80,54,1025.7,1024.5,0,1,18.8,24.4,No,No
2010/3/18,Sydney,17,26.5,9,17,77,51,1026.5,1023.7,6,4,19.8,25.3,No,No
2010/3/19,Sydney,18.2,27.4,6,17,82,60,1022.2,1019.2,6,3,20.1,26.9,No,No
2010/3/20,Sydney,19.8,29,15,15,64,68,1021,1019.5,3,1,22.8,26.5,No,No
2010/3/21,Sydney,21.7,30.9,9,19,64,56,1017.9,1014.3,6,6,23.5,28,No,No
2010/3/22,Sydney,20.8,25,9,19,64,57,1020.1,1018.7,7,5,22.5,24.1,No,No
2010/3/23,Sydney,18.7,27,13,22,74,60,1020.1,1017.4,0,5,21.6,26.1,No,No
2010/3/24,Sydney,18.7,26,17,20,79,58,1021.6,1020.8,7,5,20.3,25.3,No,No
2010/3/25,Sydney,19.5,25.5,7,20,75,61,1023.4,1019.6,6,1,21.1,24.8,No,No
2010/3/26,Sydney,19.5,29.6,9,9,80,52,1019.1,1015.4,0,2,22.6,29.5,No,No
2010/3/27,Sydney,22.4,26.9,17,19,80,66,1019.6,1018.4,6,7,23,25.5,No,No
2010/3/28,Sydney,20.8,26.4,6,19,82,66,1019.2,1014.9,2,7,23.1,26.2,No,No
2010/3/29,Sydney,22.4,27.5,7,11,78,56,1016.9,1016.4,7,8,23.2,26.7,No,Yes
2010/3/30,Sydney,20.5,21.3,4,9,92,88,1019.8,1018.4,8,8,20.6,21.2,Yes,Yes
2010/3/31,Sydney,18.9,23.1,24,30,68,67,1019.5,1017.5,7,6,21,22,Yes,No
2010/4/1,Sydney,16,25.3,24,19,68,45,1018.3,1016.3,2,1,18.4,24.8,No,No
2010/4/2,Sydney,17.2,24.6,13,24,74,46,1019.9,1018.5,5,2,19,24.3,No,No
2010/4/3,Sydney,15.9,24,17,15,72,56,1021.4,1020,2,3,18.6,22.1,No,Yes
2010/4/4,Sydney,15.4,22.4,13,19,84,59,1022.9,1020.5,6,6,17.7,20.7,Yes,Yes
2010/4/5,Sydney,15.2,21.5,9,7,76,64,1021.1,1019,5,7,19.6,20.5,Yes,No
2010/4/6,Sydney,17,23.3,0,17,74,62,1020.5,1017.6,6,7,21.4,22.4,No,Yes
2010/4/7,Sydney,18.5,25.9,15,22,90,65,1016.6,1012.3,8,7,19.1,24.5,Yes,Yes
2010/4/8,Sydney,19,28.7,17,17,77,71,1012.5,1011.8,3,3,22.2,24.3,Yes,Yes
2010/4/9,Sydney,16.4,25,15,20,68,55,1014.8,1011.1,2,6,20.8,22.4,Yes,No
2010/4/10,Sydney,17.2,27.9,9,17,78,41,1010.5,1007.6,6,1,18.6,27.6,No,No
2010/4/11,Sydney,18.6,27.9,15,20,58,33,1007.9,1006,5,3,24.5,27.7,No,No
2010/4/12,Sydney,14.9,24.5,30,20,33,22,1014.3,1011.7,1,2,16.8,24.2,No,No
2010/4/13,Sydney,13.1,22.3,17,19,52,46,1021.8,1020.3,1,1,17.6,21.3,No,No
2010/4/14,Sydney,12.3,25,15,17,71,49,1022.8,1019.3,0,2,15.9,23,No,No
2010/4/15,Sydney,14.9,24.9,15,19,77,62,1021.9,1020.5,6,3,17.5,23.3,No,No
2010/4/16,Sydney,16.9,22.3,9,15,77,64,1027,1025.1,7,6,18.1,21.8,No,No
2010/4/17,Sydney,15.8,25.3,11,15,82,63,1028.1,1026,1,3,19.1,24.2,No,No
2010/4/18,Sydney,NA,25,11,13,84,66,1027.3,1024.3,2,2,19.9,23.6,No,No
2010/4/19,Sydney,17.2,24.9,6,13,82,65,1026,1023.7,2,2,20.5,24.2,No,No
2010/4/20,Sydney,17.3,24.8,13,15,87,57,1025.2,1021.7,1,5,20,24.4,No,No
2010/4/21,Sydney,16.7,24.2,15,20,95,63,1023.4,1020.4,1,1,17.6,23.9,No,No
2010/4/22,Sydney,16.7,25.7,11,19,81,63,1022.9,1019.4,1,1,19.3,23.9,No,No
2010/4/23,Sydney,16.6,30.7,13,11,68,50,1020.6,1016,1,1,20.2,26.5,No,No
2010/4/24,Sydney,20.2,28.6,11,20,57,49,1014.3,1009.9,7,7,22.8,26.4,No,Yes
2010/4/25,Sydney,17.2,22.8,20,20,77,70,1013.2,1013.5,7,5,17.3,19.2,Yes,No
2010/4/26,Sydney,12.5,21.8,24,15,56,46,1024.3,1022.3,1,1,15.1,21.5,No,No
2010/4/27,Sydney,11.7,20.4,19,11,65,41,1020.4,1017.8,6,7,14.2,20.1,No,No
2010/4/28,Sydney,12.6,24.9,15,9,64,32,1021,1016.7,0,1,16,24.5,No,No
2010/4/29,Sydney,13.4,24.6,24,17,44,35,1019.9,1017,1,1,18.2,24.5,No,No
2010/4/30,Sydney,14,19.4,20,13,79,64,1025.2,1024.4,8,7,14.4,19.2,No,Yes
2010/5/1,Sydney,14.3,21.7,13,13,89,74,1027.6,1024.4,7,6,15.1,20.6,Yes,No
2010/5/2,Sydney,13.9,26.5,19,2,90,30,1024.8,1022.1,2,1,15.3,26.3,No,No
2010/5/3,Sydney,14.8,23.1,15,6,75,60,1027.6,1024.3,4,6,18,22.7,No,No
2010/5/4,Sydney,16.2,24.8,2,17,80,54,1021.3,1015.8,7,5,19.2,24.2,No,No
2010/5/5,Sydney,15.4,21.1,7,28,59,41,1012.2,1011.3,7,3,18.7,18.1,No,Yes
2010/5/6,Sydney,10.4,22.3,24,7,48,34,1020,1018.3,1,1,13.9,21.5,Yes,No
2010/5/7,Sydney,11.3,23.1,20,6,62,33,1022.4,1018.3,1,1,13.5,22.9,No,No
2010/5/8,Sydney,11.1,24.4,20,11,65,46,1021.9,1019.3,1,1,14.1,22.6,No,No
2010/5/9,Sydney,12.3,24.6,NA,17,68,50,1022,1018.3,1,1,15.3,22.4,No,No
2010/5/10,Sydney,12.7,22.6,13,19,78,61,1020.3,1015.8,1,1,15.7,22,No,No
2010/5/11,Sydney,12.8,27,11,30,64,19,1012.6,1008.7,1,1,16.3,25.7,No,No
2010/5/12,Sydney,10.5,18.9,28,26,40,29,1017.9,1016.9,1,1,12.7,18.5,No,No
2010/5/13,Sydney,9,21.9,24,17,53,36,1018.8,1015.8,1,2,12,20.7,No,No
2010/5/14,Sydney,10.6,21.1,19,22,60,35,1018.4,1014.9,1,2,13,20.3,No,No
2010/5/15,Sydney,10.5,21.7,20,24,62,47,1017.6,1016.1,1,3,13.2,20.5,No,No
2010/5/16,Sydney,11,21.6,17,13,71,60,1020.9,1018.4,2,6,12.7,19.7,No,No
2010/5/17,Sydney,12.7,17.9,19,4,85,68,1019.7,1016.7,8,8,13.1,16.5,No,Yes
2010/5/18,Sydney,12.4,15.4,22,17,94,92,1018.2,1017.4,8,8,13,14.9,Yes,Yes
2010/5/19,Sydney,11.7,20,20,9,91,62,1022.1,1020.3,7,3,13,20,Yes,No
2010/5/20,Sydney,11.2,19.7,19,11,82,55,1023.1,1019.9,6,6,12.7,19.3,No,No
2010/5/21,Sydney,11.7,19.5,13,20,83,58,1020.6,1017.9,3,6,13.9,18.4,No,Yes
2010/5/22,Sydney,10.8,18.6,22,24,92,58,1021.5,1019.7,7,3,11.3,18.4,Yes,Yes
2010/5/23,Sydney,9.5,14.7,19,11,91,93,1023.6,1020.8,7,6,10.4,14.3,Yes,Yes
2010/5/24,Sydney,10.4,18,15,4,86,68,1019.7,1015.7,7,7,12.1,17.8,Yes,No
2010/5/25,Sydney,12.1,16.9,11,7,89,84,1011.7,1006.3,7,7,14.1,16.8,No,Yes
2010/5/26,Sydney,13.4,17.3,17,50,96,94,1004.8,1004.9,8,8,13.5,15.6,Yes,Yes
2010/5/27,Sydney,13.5,18.7,15,11,82,62,1018,1017.6,6,7,15.9,18.3,Yes,Yes
2010/5/28,Sydney,11.7,19.9,15,7,92,53,1021,1017.1,7,5,12.9,19.8,Yes,Yes
2010/5/29,Sydney,12.9,17.1,11,4,88,87,1009.5,1004.7,7,8,15.8,16.2,Yes,Yes
2010/5/30,Sydney,11.8,19.1,15,2,78,56,1003.2,1002.4,4,6,13,18.7,Yes,Yes
2010/5/31,Sydney,12.6,20,22,28,87,68,1008.3,1010.2,7,7,16.5,19.1,Yes,Yes
2010/6/1,Sydney,11.7,19.7,15,19,80,60,1019.2,1017.7,7,7,14.5,18.5,Yes,No
2010/6/2,Sydney,11.2,20.1,19,13,81,63,1020.9,1019.6,6,5,12.7,19,No,Yes
2010/6/3,Sydney,12.7,18.6,19,24,91,90,1023,1020,7,7,15.2,17.1,Yes,Yes
2010/6/4,Sydney,15.2,17.7,26,30,85,94,1018.7,1015.5,7,8,17.3,16.4,Yes,Yes
2010/6/5,Sydney,12.5,20.5,22,15,80,67,1014.2,1012,5,7,13.5,17.4,Yes,No
2010/6/6,Sydney,9.5,18.5,28,22,64,70,1014.7,1015.8,1,7,11.3,15.2,No,Yes
2010/6/7,Sydney,9.1,15.5,24,20,60,77,1024.3,1023,2,7,10.6,14.3,Yes,No
2010/6/8,Sydney,9.1,18.5,22,6,78,62,1023.5,1018.7,5,4,10.6,16.3,No,No
2010/6/9,Sydney,9.5,16.7,6,30,71,34,1012,1008.3,5,3,11.1,15.7,No,No
2010/6/10,Sydney,10.3,17.2,26,13,48,30,1017.5,1017.7,NA,NA,11.3,16.8,No,No
2010/6/11,Sydney,6.2,17.4,19,22,64,37,1019.9,1016,0,1,9,16.9,No,No
2010/6/12,Sydney,9,16.7,20,22,63,42,1022,1021.7,1,2,11.5,15.8,No,No
2010/6/13,Sydney,6.6,17.9,22,13,66,50,1029.8,1028.9,1,1,8.4,17.1,No,No
2010/6/14,Sydney,6.9,18.3,22,2,75,50,1034.7,1032,NA,NA,8.9,17.8,No,No
2010/6/15,Sydney,8.1,19.3,17,7,86,56,1032.7,1028.9,NA,NA,10,17.6,No,No
2010/6/16,Sydney,9.1,18.9,11,15,89,59,1028.9,1024.1,2,2,10.6,18.3,No,No
2010/6/17,Sydney,10.6,17.3,11,22,67,69,1016,1010.5,8,5,14.2,16.6,No,No
2010/6/19,Sydney,8.5,19.5,19,30,59,41,1018.6,1017.6,NA,NA,11.8,18.8,NA,No
2010/6/20,Sydney,9.5,20.2,19,7,71,40,1025,1023.8,NA,NA,11.3,20,No,Yes
2010/6/21,Sydney,10.1,16,15,17,95,80,1032.8,1032.5,7,4,11.5,15.7,Yes,Yes
2010/6/22,Sydney,11.5,17.2,9,15,84,78,1037,1035.7,6,7,14.3,14.7,Yes,Yes
2010/6/23,Sydney,12.6,15.6,17,6,83,90,1036.7,1034.1,7,7,14.4,14.6,Yes,Yes
2010/6/24,Sydney,11.8,17,15,19,96,64,1031.6,1027.1,7,2,12.2,17,Yes,No
2010/6/25,Sydney,12.2,18.4,13,17,83,65,1025.1,1020.7,6,6,13.7,18.4,No,No
2010/6/26,Sydney,13.5,20,20,17,78,50,1017.3,1016.3,7,2,15.2,19.7,No,No
2010/6/27,Sydney,6.7,14.9,20,22,72,53,1021,1018.9,1,6,8.1,13.9,No,No
2010/6/28,Sydney,5.5,15.8,22,9,68,36,1021,1017.7,1,1,7,15.3,No,No
2010/6/29,Sydney,4.7,14.4,13,6,63,36,1020.1,1017,0,0,7,14.4,No,No
2010/6/30,Sydney,4.3,16.1,11,4,70,41,1020.8,1018.5,0,1,6.4,15.7,No,No
2010/7/1,Sydney,6.4,17.1,20,7,70,40,1024.9,1022.8,4,4,8.5,16.9,No,No
2010/7/2,Sydney,7.6,12.1,15,11,74,65,1026.8,1023.5,7,8,9.2,11.9,No,No
2010/7/3,Sydney,7.7,16.3,24,24,68,38,1025.6,1026.1,1,2,9.1,15.6,No,No
2010/7/4,Sydney,7.8,17.8,22,17,68,56,1029.7,1026.9,2,4,8.9,16.9,No,No
2010/7/5,Sydney,8.8,13.5,20,11,76,83,1027.2,1024.1,7,8,9.7,13.1,No,Yes
2010/7/6,Sydney,9.7,17.2,7,17,95,67,1016.7,1015.1,6,7,10.8,15.1,Yes,Yes
2010/7/7,Sydney,9.6,16,22,20,83,70,1023.9,1022.5,7,6,10.3,15.3,Yes,Yes
2010/7/8,Sydney,8,14.8,17,19,80,92,NA,1025.6,3,8,11,12.8,Yes,Yes
2010/7/9,Sydney,9.7,15.6,19,9,96,83,1029.6,1027.9,6,7,10.7,13.9,Yes,Yes
2010/7/10,Sydney,8.6,17.6,17,11,95,65,1028.9,1025,6,7,9.9,16.6,Yes,No
2010/7/11,Sydney,9.9,19,13,7,61,76,1022.2,1019.8,7,7,16.7,17.3,No,No
2010/7/12,Sydney,10.1,16.9,19,6,87,61,1023.6,1021.1,6,7,11.4,16,No,No
2010/7/13,Sydney,11.4,18.6,7,7,83,78,1020.3,1014.6,7,8,14.1,17.7,No,No
2010/7/14,Sydney,13.9,18.1,20,22,56,33,1008.7,1008.6,3,1,14.4,17.4,No,No
2010/7/15,Sydney,10.4,18.2,24,17,50,34,1015.4,1017.1,1,3,11.9,17.4,No,No
2010/7/16,Sydney,7.2,18.2,24,19,63,46,1025.9,1024,2,2,9,16.2,No,No
2010/7/17,Sydney,7.1,18.5,26,9,71,39,1028.1,1024.7,1,1,8.6,18.4,No,No
2010/7/18,Sydney,7.3,19.4,20,7,81,40,1022.6,1017.8,0,1,8.9,18.7,No,No
2010/7/19,Sydney,8.7,16.7,15,7,67,53,1017.8,1016,6,7,11.1,15,No,No
2010/7/20,Sydney,8,16.5,19,19,71,53,1022.4,1021.4,1,3,10.2,14.9,No,Yes
2010/7/21,Sydney,8,15.7,19,13,73,54,1026.7,1024.6,7,4,9.2,15.5,Yes,No
2010/7/22,Sydney,6,14.7,28,20,64,69,1028.5,1028.1,1,5,8.8,13.6,No,No
2010/7/23,Sydney,8,18.2,20,20,75,62,1032.6,1030.3,2,7,9.8,16.4,No,Yes
2010/7/24,Sydney,9.6,18.3,22,13,81,54,1030.7,1027.4,7,5,10.3,17.6,Yes,No
2010/7/25,Sydney,10.2,16.9,11,15,83,64,1029.9,1027.7,3,5,12.5,15.5,No,Yes
2010/7/26,Sydney,9.2,17,15,7,90,69,1034,1032.6,6,7,11.9,15.5,Yes,Yes
2010/7/27,Sydney,9.3,16.9,13,9,86,49,1035.7,1032.5,6,7,11.2,16.6,Yes,Yes
2010/7/28,Sydney,11.2,15.2,4,11,96,90,1029.8,1024.8,8,8,12.3,14.4,Yes,Yes
2010/7/29,Sydney,11.4,16.2,6,9,93,77,1019.1,1016,6,7,12.8,15.8,Yes,Yes
2010/7/30,Sydney,12,21.1,22,9,97,62,1016.9,1013.6,4,7,12.8,21,Yes,Yes
2010/7/31,Sydney,12.8,20.7,7,28,96,37,1012.1,1012,7,2,14.5,20.5,Yes,No
2010/8/1,Sydney,9.6,20.9,11,26,62,35,1019.9,1013,1,1,13.2,20.6,No,No
2010/8/2,Sydney,9.1,15.7,24,28,49,36,1015.8,1011.6,5,5,11.2,15.1,No,Yes
2010/8/3,Sydney,10.3,17.3,NA,NA,75,62,1016.2,1016.9,7,4,13.9,15.5,Yes,No
2010/8/4,Sydney,8.3,18.9,NA,9,75,44,1019,1014.9,1,1,11.2,18.7,No,No
2010/8/5,Sydney,7.1,16.9,17,20,57,33,1018.1,1015.1,3,5,11.1,15.8,No,No
2010/8/6,Sydney,7.6,17,19,19,56,40,1020.5,1019.2,1,2,10.5,15.7,No,No
2010/8/7,Sydney,6.8,16.1,26,20,58,50,1024.7,1022.2,1,5,9.1,15.5,No,No
2010/8/8,Sydney,6.4,17.2,20,15,73,50,1022.2,1019.1,3,1,8.8,15.2,No,No
2010/8/9,Sydney,7.2,17.1,15,20,83,58,1023.5,1020.9,2,1,9.3,17,No,Yes
2010/8/10,Sydney,9.3,16.4,2,13,93,90,1019.2,1013.8,8,8,12.2,16.2,Yes,Yes
2010/8/11,Sydney,12.2,18,19,20,59,35,1008.6,1003.7,7,3,12.8,17.4,Yes,No
2010/8/12,Sydney,10.7,16.7,35,22,55,47,1001.5,1002.3,2,7,12.2,15,No,No
2010/8/13,Sydney,9.9,18.3,26,31,54,44,1011.9,1012,1,1,12.7,17,No,No
2010/8/14,Sydney,8.2,21.8,11,6,69,36,1014.5,1009.7,0,0,13,21.4,No,No
2010/8/15,Sydney,12.8,20.1,22,17,53,37,1006.2,1004,6,2,15.1,20,No,No
2010/8/16,Sydney,12.6,18.8,24,24,44,31,1011.5,1010.3,1,1,14.3,18.3,No,No
2010/8/17,Sydney,7.6,17.6,26,15,44,26,1022,1019.9,1,3,10.8,15.9,No,No
2010/8/18,Sydney,6.5,19.9,13,19,69,53,1020.5,1012,3,5,9.3,17.7,No,Yes
2010/8/19,Sydney,9.3,24.6,22,31,57,23,1007.7,1004.6,1,1,19.5,24.4,Yes,No
2010/8/20,Sydney,11.3,19.3,11,19,45,26,1012.4,1010.9,1,1,14.3,19.2,No,No
2010/8/21,Sydney,8.8,16.7,20,30,44,33,1017,1015.2,1,2,12.8,16.7,No,No
2010/8/22,Sydney,8.4,17.3,22,13,58,48,1023.7,1020.4,1,5,11.4,15.7,No,No
2010/8/23,Sydney,11.2,15,6,7,77,65,1017.1,1010.8,7,7,12.4,13.9,No,No
2010/8/24,Sydney,10.9,19.8,17,22,53,28,1012.3,1007.9,1,2,13.9,19.6,No,No
2010/8/25,Sydney,11.5,18.1,17,26,36,24,1008.1,1005.2,1,1,14.1,17.2,No,No
2010/8/26,Sydney,10.3,18,19,33,48,33,1003.5,1000.7,3,3,13.8,16.4,No,No
2010/8/27,Sydney,10.3,19.2,20,28,47,35,1008.1,1008,5,3,14.1,18.8,No,No
2010/8/28,Sydney,9.2,17.5,20,19,52,40,1021.8,1022.3,1,1,12.3,16.5,No,No
2010/8/29,Sydney,7.8,18.4,15,15,68,55,NA,1025.9,1,1,11.1,16.3,No,No
2010/8/30,Sydney,10.5,17.6,4,15,70,56,1027.1,1024.3,3,2,14.9,16.8,No,No
2010/8/31,Sydney,11.5,20,9,22,71,60,1025.3,1019.8,1,5,15.8,18.4,No,No
2010/9/1,Sydney,14.9,25.9,NA,NA,53,33,1017.8,1012.5,6,7,18.2,24.1,No,No
2010/9/2,Sydney,16.6,18.1,NA,NA,77,74,1016.3,1014.4,8,7,17.8,17.8,No,Yes
2010/9/3,Sydney,13.7,17.6,NA,NA,80,64,1025.8,1023.6,8,7,15.2,16.5,Yes,Yes
2010/9/4,Sydney,15.2,20.3,NA,NA,90,84,1014.2,1006.7,8,8,17.6,19,Yes,No
2010/9/5,Sydney,16.4,21.3,NA,NA,44,35,1007.9,1009.7,1,2,18.6,20.4,No,No
2010/9/6,Sydney,11.5,20.4,NA,NA,45,33,1018.6,1017.1,1,6,15.1,18.9,No,No
